ID,Judul,Penulis,Abstrak,Info_24
12680,"TUGAS AKHIR PENGARUH CAMPURAN CAT, THINNER, DAN JARAK PENYEMPROTAN TERHADAP HASIL PENGECATAN",MUHAMAD ANDRI ARIYANTO,"Abstrak Dari berbagai cara menghambat korosi, penutupan permukaan merupakan teknik yang telah dikenal secara keseluruhan untuk jangka waktu yang sangat signifikan. Dari sekian banyak teknik pelapisan, pengecatan yang paling terkenal di kalangan masyarakat umum. Tujuan dari penelitan ini yaitu untuk mengetahui campuran cat, thinner dan jarak penyemprotan yang menghasilkan pengecatan yang baik. Metode yang akan digunakan dalam penelitian ini adalah metode eksperimen karena mencampurkan, mengatur tekanan, dan mengatur jarak penyemprotan secara langsung. Dari hasil penelitian yang dilakukan penulis mendapatkan hasil dari campuran cat dan thinner dan jarak penyemprotan yang terbaik diantara campuran dan jarak yang telah dilakukan yaitu campuran cat dan thinner 1:1 dan jarak 30 cm. dari hasil penelitian tersebut campuran dan jarak yang lain menghasilkan pengecatan yang kurang baik diantaranya hasil pengecatan yang menjadi kurang mengkilap dan juga hasil yang tidak merata. Dari hasil penelitian yang dilakukan, campuran cat, thinner dan jarak penyemprotan yang terbaik yaitu dengan perbandigan 1:1 dan jarak penyemprotan 30 cm. Kata kunci : pengecatan, campuran cat dan thinner, jarak pengecatan",PRODI_D3_TEKNIK_MESINFAKULTAS_FT
12681,TUGAS AKHIR PEMBUATAN MESIN AMPLAS KAYU,TABAH CATUR SHIANG SAPUTRA,"ABSTRAK Posisi kerja yang kurang nyaman menyebabkan proses pengerjaan cukup memakan waktu dan menurunkan produktivitas mesin amplas. Pembuatan mesin amplas kayu dengan menggunakan amplas velcro menggunakan dinamo 795 DC. Tujuan penelitian ini adalah untuk menyelesaikan proses pembuatan mesin amplas kayu agar lebih efektif pada proses pengamplasan dalam pembuatan kerajinan kayu di blora. Penelitian ini dirancang dengan metode perancangan mesin menggunakan solidworks, pemersinan berurutan komponen mesin dimulai dari pembuatan alas mesin amplas. Hasil pengujian terhadap 3 benda uji coba dilakukan dengan mata amplas yang baru. Hasil pengikisan untuk masing-masing benda sebesar 5 mm kayu jati, 15 mm multiplek, dan 8 mm bambu. Kata kunci: mesin amplas, amplas velcro, dinamo 795 DC",PRODI_D3_TEKNIK_MESINFAKULTAS_FT
12682,TUGAS AKHIR IDENTIFIKASI DAN TROUBLESHOOTING SISTEM PENGALIRAN BAHAN BAKAR PADA REKONDISI ENGINE STAND CORONA,SANDIKA SUMAJAYA,"ABSTRAK Dalam dunia otomotif khususnya pada mobil dikenal berbagai macam sistem yang digunakan. Sistem-sistem ini bekerja saling berangkaian antara satu dengan yang lainnya, sehingga apabila salah satu dari sistem tersebut mengalami kerusakan maka mobil akan menambah kerusakan yang lain. Sistem pengaliran bahan bakar merupakan salah satu bagian dari sistem tersebut. Tujuan dari penelitian ini adalah mengetahui prinsip kerja mekanis pada sistem pengaliran bahan bakar pada Toyota Corona, mengetahui prosedur analisis kerusakan sistem bahan bakar pada Toyota Corona dan cara mengatasinya, mengetahui cara melakukan perawatan sistem bahan kahar pada Toyota Corona. Metode penelitiandilakukan dengan, cek engine, pemeriksaan komponen, pengujian komponen, perbaikan komponen. Hasil dari penelitian system pengaliran bahan bakar pada engine stand Toyota Corona yaitu adanya dua injector yang berbeda yang mengakibatkan pennginjeksian terlalu besar, adanya penyumbatan di saluran pengembali. Setelah dilakukan perbaikan dan pengujian, sistem pengaliran bahan bakar pada engine stand Toyota Corona kembali normal. Kata Kunci : engine, pengaliran bahan bakar, troubleshooting.",PRODI_D3_TEKNIK_MESINFAKULTAS_FT
12683,TUGAS AKHIR KORELASI BAHAN BAKAR TERHADAP UJI EMISI GAS BUANG PADA ENGINE STAND TOYOTA CORONA,DIMAS ALDI SAPUTRO,"ABSTRAK Penelitian ini berfokus pada uji emisi gas buang Engine Stand Toyota Corona. Tujuan dari penelitian ini mengetahui emisi gas buang Engine Stand Toyota Corona dengan bahan bakar pertalite, pertamax, dan pertamax turbo. Hasil dari penelitian menunjukan bahwa pada putaran 1000 rpm, 1500 rpm, dan 2000 rpm, emisi gas buang yang dihasilkan dari bahan bakar pertamax turbo lebih baik dibanding bahan bakar yang lain. Hasil menunjukan uji emisi gas buang dengan bahan bakar pertalite pada putaran 1000rpm adalah CO 6.48 %, CO₂ 3.1 %, dan HC 5736 ppm. Pada putaran 1500rpm CO 6.73 %, CO₂ 3.2 %, dan HC 8441 ppm. Pada putaran 2000rpm CO 5.32 %, CO₂ 2.6 %, dan HC 6919 ppm. Uji emisi gas buang dengan bahan bakar pertamax pada putaran 1000rpm adalah CO 4.99 %, CO₂ 2.1 %, dan HC 5959 ppm. Pada putaran 1500rpm CO 3.91 %, CO₂ 1.8 %, dan HC 7964 ppm. Pada putaran 2000rpm CO 4.97 %, CO₂ 1.9 %, dan HC 7570 ppm. Uji emisi gas buang dengan bahan bakar pertamax turbo pada putaran 1000rpm adalah CO 2.72 %, CO₂ 0.7 %, dan HC 2814 ppm. Pada putaran 1500rpm CO 3.2 %, CO₂ 1.5 %, dan HC 3822 ppm. Pada putaran 2000rpm CO 4.07 %, CO₂ 1.5 %, dan HC 4254 ppm. Kata kunci : uji emisi, korelasi bahan bakar, gas buang",PRODI_D3_TEKNIK_MESINFAKULTAS_FT
12684,TUGAS AKHIR PENGEMBANGAN MESIN PEMIPIH ADONAN MOLEN DENGAN TIGA TINGKATAN PENGGILINGAN,GANI PURNAMA,"ABSTRAK PENGEMBANGAN MESIN PEMIPIH ADONAN MOLEN DENGAN TIGA TINGKATAN PENGGILINGAN Oleh: GANI PURNAMA 1910504056 Proses pembuatan adonan molen pisang dengan mencampur bahan-bahan pokoknya kemudian diaduk dengan tangan sehingga bahan menyatu, setelah bahan menyatu adonan disimpan terlebih dahulu selama kurang lebih 2(dua) jam agar adonan mengembang. Rencana laporan akhir bertujuan menghasilkan mesin dengan gilingan pemipih adonan yang sekali proses adonan molen siap di cetak dan di produksi, mesin ini ditambahkan gilingan pemipih menjadi 3 level pemipihan, penambahan disesuai dengan kebutuhan pelaku dagang molen yang diharapkan dapat meningkatkan kapasitas produksi molen mini mereka dan juga memudahkannya. perancangan pengembangan ini dimulai dengan mencari studi literatur dari sumber sumber yang ada di internet, buku, blog tentang alat pemipih adonan, dan turun langsung ke lapangan mencari informasi dari pedagangpedagang. Perancang pengembangan mesin pemipih adonan molen dengan rancangan yang disesuaikan agar lebih efektif dan tidak menghilangkan fungsi utamanya, mendesain alat dengan aplikasi autodsk inventor sehingga pada saat pembuatan alat tida melenceng dari ketentuan. Hasil perancangan pengembangan alat pemipih adonan molen ini dibuat berdasarkan dengan gilingan pemipih adonan yang sekali proses adonan molen siap di cetak dan di produksi, mesin ini ditambahkan gilingan pemipih menjadi 3 level pemipihan, Hasil perancangan menunjukan bahwa alat pemipih adonan molen yang telah dirancang dan diuji sudah mampu beroprasi. Alat pemipih adonan molen masih bekerja dengan manual menggunakan tenaga putaran manusia yang di alirkan melalui handle. Hasil pengujian terhadap alat penggilingan molen dengan tiga tingkat penggilingan mampu mengurangi waktu produksi pemipihan adonan molen Panjang 30cm lebar 4cm yang tadinya membutuhkan waktu 37,79 detik setelah dikembangkan menjad 19,71 detik mengurangi waktu proses pemipihan adonan molen sebesar 12,91 detik. Kata kunci : alat pemipih adonan molen, perancangan pengembangan alat.",PRODI_D3_TEKNIK_MESINFAKULTAS_FT
12685,TUGAS AKHIR RANCANG BANGUN ALAT PEMIPIH BIJI MELINJO PEMBUATAN EMPING USAHA KECIL RUMAHAN,FARAS SAIF UL HAQ ALFARUQ,"ABSTRAK Melinjo merupakan salah satu produk usaha mikro, kecil dan menengah (UMKM). Untuk mendukung produktifitas usaha mikro, kecil dan menengah (UMKM), melalui laporan akhir ini dibuat rancangan dan prototype alat pemipih biji melinjo. Alat ini masih dioperasikan secara manual. Dari hasil pengujian alat didapatkan produktifitas alat mencapai 2,14 kg/jam. Kata kunci : melinjo, emping, pemipih, kapasitas",PRODI_D3_TEKNIK_MESINFAKULTAS_FT
12686,TUGAS AKHIR PENGARUH VARIASI TEMPERATUR PADA PROSES PENGECORAN TERHADAP CACAT TUANG ALUMINIUM DENGAN METODE SAND CASTING,OKA NAUFAL CAESARIO,"Abstrak Laporan akhir ini dilatarbelakangi oleh pentingnya pengecoran logam untuk menunjang pembangunan industri ataupun manufaktur yang harapannya masyarakat memiliki kemampuan dalam menghasilkan produk peleburan logam untuk keperluan sendiri. Dalam proses pengecoran logam tentu terdapat ketidakstabilan suhu pada kompor saat pembakaran sehingga mengakibatkan naik turunnya nyala api pada kompor yang mengakibatkan menghasilkan produk yang cacat sehingga dapat dirumuskan pada laporan akhir ini bagaimana hasil pengaruh variasi temperatur (650ºC, 675ºC, dan 700ºC) terhadap cacat coran pada peleburan aluminium secara visual. Tujuan penelitian ini adalah untuk mengetahui bagaimana pengaruh variasi temperatur (650ºC, 675ºC, dan 700ºC) peleburan terhadap hasil pengecoran. Laporan akhir ini menggunakan metode kualitatif yaitu dengan mempersiapkan atau membuat cetakan pasir, adanya proses peleburan aluminium, proses pengukuran temperatur peleburan, dan penuangan aluminium. Hasil penelitian menunjukkan bahwa temperatur peleburan sangat berpengaruh pada perubahan cairan aluminium pada temperatur peleburan 650-675ºC didapati hasil yang cenderung mengalami cacat coran. Hal itu dapat dibuktikan dengan adanya flek (lapisan permukaan aluminium yang berwarna putih). Temperatur optimum pada temperatur suhu 700ºC cairan aluminium sudah tidak mengalami perubahan yang signifikan dan relatif stabil dikarenakan cairan aluminium teroksidasi dengan baik sehingga didapati hasil dengan cacat coran yang relatif kecil sehingga dapat disimpulkan bahan aluminium dengan variasi temperatur yang dipakai dimana aluminium dilebur dengan tungku jenis crucible temperatur yang baik untuk menghasilkan ornamen dengan cacat coran yang minim maka temperatur yang digunakan adalah 700ºC. Kata kunci: pengecoran aluminium, sand casting, variasi temperatur peleburan aluminium",PRODI_D3_TEKNIK_MESINFAKULTAS_FT
12687,TUGAS AKHIR PEMBUATAN ALAT ROLL BENDING PIPA PORTABEL DENGAN MEMVARIASIKAN DIAMETER ROLLER,MUHAMAD IRHAM ULINNUHA,"ABSTRAK Perkembangan dunia industri, persaingan dalam memproduksi suatu produk dan semua pekerjaan dituntut untuk cepat dan efisien dalam memproduksi suatu produk. Selain memproduksi dengan cepat, produk yang dihasilkan harus lebih baik dari segi kualitas maupun kuantitas. Tujuan pembuatan alat bending pipa ini untuk menyempurnakan alat bending pipa portabel dengan memvariasikan diameter roller, agar hasil bending lebih maksimal. Roller yang digunakan 2 set yang masing-masing berdiameter 19 mm dan 25 mm. Untuk 1 set roller berjumlah 3 pcs yaitu 2 roller untuk menekan pipa dan 1 roller untuk menahan pipa. Pembuatan alat ini menggunakan metode studi literatur dan eksperimen Jenis pipa yang digunakan adalah pipa galvanis dengan diameter 19 mm dan 25 mm. Jarak tumpuan roller yaitu 130 mm dan 245 mm. Hasil bending pipa diameter 19 mm dengan jarak tumpuan roller 130 mm pipa mengalami pengurangan diameter menjadi 14,75 mm setelah dilakukan bending, sedangkan jarak tumpuan roller 245 mm pipa mengalami pengurangan diameter menjadi 18 mm setelah dilakukan bending. Hasil pipa diameter 25 mm dengan jarak tumpuan roller 130 mm pipa mengalami sedikit pengurangan diameter menjadi 24,25 mm setelah dilakukan bending, sedangkan jarak 245 mm hasil bending tidak mengalami pengurangan diameter setelah dilakukan bending. Kata Kunci: roller, jarak, diameter, roll bending",PRODI_D3_TEKNIK_MESINFAKULTAS_FT
12688,"TUGAS AKHIR REKAYASA SPROCKET, RANTAI, DAN POROS SISTEM PEMINDAH TENAGA PADA KENDARAAN PROTOTYPE DIESEL",MUHAMMAD NURUL BILAD,"ABSTRAK Sistem pemindah tenaga atau sitem pemindah daya (powertrain) pada mobil, adalah mekanisme yang menyalurkan tenaga dari mesin ke roda. Powertrain pada kendaraan sangat penting dalam menunjang performa kendaraan. Penelitian ini bertujuan untuk merancang dan membuat rekayasa sprocket, rantai, dan poros sistem pemindah tenaga pada kendaraan prototype diesel. Perancangan sistem pemindah tenaga dilakukan dengan mengunakan mesin Yanmar L48N, kemudian kopling yang digunakan yaitu kopling sentrifugal otomatis. Dari hasil perancangan dihasilkan diameter poros yaitu 14 mm namun agar dapat menahan beban yang lebig besar dipilih poros berdiamter 25 mm. Sprocket hasil perancanagan adalah 13 dan 72 namun yang dipakai sesuai yang ada di pasaran yaitu 12 dan 43 sedangkan jenis rantai yang digunakan adalah jenis 420 dan 428. Uji jalan yang dilakukan sebanyak 2 kali yaitu menghasilkan kecepatan maksimal 46 km/jam dan 49 km/jam. Hasil pengujian lebih kecil dari perancangan yaitu memiliki kecepatan 76 km/jam. Hal tersebut dikarenakan saat perancangan diabaikab pembebanan. Kata kunci: powertrain, sprocket, kecepatan, merancang",PRODI_D3_TEKNIK_MESINFAKULTAS_FT
12689,TUGAS AKHIR PENGARUH ARUS DAN TEGANGAN SISTEM PENGISIAN TERHADAP KINERJA MOTOR STARTER ENGINE STAND TOYOTA CORONA,DAMAR RIZKI PRIYO NUGRAHANTO,"ABSTRAK Penelitian ini bertujuan untuk mengetahui; (1) arus dan tegangan sistem pengisian pada mesin Toyota corona; (2) pengaruh sistem pengisian terhadap kinerja motor starter; (3) mengetahui troubleshooting yang sering terjadi pada sistem pengisian. Penelitian ini dilakukan pada mesin Toyota corona dan metode yang digunakan yaitu metode observasi untuk mengumpulkan data dan metode pengujian untuk mendapatkan data yaitu pengaruh arus dan tegangan sistem pengisian terhadap kinerja motor starter. Pemeriksaan komponen tersebut meliputi pemeriksaan tegangan baterai, arus keluaran alternator dan komponen sistem pengisian. Hasil pemeriksaan menunjukkan bahwa komponen tersebut berjalan dengan baik hanya saja pada sekring (fius) putus. Untuk itu diperbaiki dengan cara mengantinya dengan yang baru setelah itu dilakukan pengujian secara keseluruhan. Hasil pengecekan menunjukkan kapasitas baterai 60 A (hasil: dari altenator 35,3 ampere, mesin hidup 2500 rpm 37,2 ampere, dan saat mesin di starter 11,5 ampere) dan tegangan baterai 12 Volt (hasil: posisi mesin mati 12 volt, mesin hidup 12,3 volt, mesin hidup 2500 rpm 13,2 volt, mesin di starter 8,8 volt, dan pada minimal starter 8 volt. Kata kunci: Sistem pengisian, Kinerja motor starter , Altenator ic.",PRODI_D3_TEKNIK_MESINFAKULTAS_FT
12690,TUGAS AKHIR PENGGUNAAN CETAKAN PASIR PADA PEMBUATAN ORNAMEN PAGAR BAHAN ALUMINIUM MELALUI PROSES PENGECORAN,HAMMAM ARKAN FAIQ NASUTION,"ABSTRAK Proses pengecoran pada produk ornamen pagar berbahan aluminium. Bahan yang digunakan aluminium blok (ingot) dan pasir yang digunakan yaitu tanah merah dengan menggunakan dapur crucible, sedangkan cetakan menggunakan cetakan pasir. Tahapan proses dilakukan pembuatan pola, pembuatan cetakan pasir, peleburan, penuangan aluminium, dan pembongkaran produk cor. Selama proses pengecoran perlu dilakukan dengan penuh kehati-hatian dan menggunakan alat pelindung diri (APD). Hasil proses diperoleh produk ornamen pagar dengan beberapa cacat coran sirip dan lubang jarum. Kesimpulan hasil produk coran bisa digunakan sebagai ornamen pagar sesuai desain yang ditujukan setelah dilakukan proses finishing. Kata kunci : Ornamen pagar, pengecoran pasir tanah merah, aluminium blok",PRODI_D3_TEKNIK_MESINFAKULTAS_FT
12691,TUGAS AKHIR PEMBUATAN CORAN ARMATUR LAMPU MENGGUNAKAN BAHAN ALUMINIUM DENGAN CETAKAN PASIR,YUNAGOKI MUHAMMAD JOSE,"ABSTRAK Pengecoran (casting) proses penuangan material cair seperti ferro atau non ferro yang kemudian dimasukkan pada cetakan. Armatur lampu adalah rumah tempat lampu yang berfungsi untuk menambah nilai estetika. Bahan baku utama yang digunakan yaitu aluminium blok (ingot) dan pasir tanah merah sebagai media cetak. Kemudian tahapan proses pembuatan benda coran meliputi pembuatan pola, pembuatan cetakan pasir, peleburan aluminium, penuangan aluminium cair dan pembongkaran benda coran. Dari hasil proses pengecoran terdapat cacat pada benda cor yaitu cacat jenis sirip. Kata kunci : Armatur lampu, Aluminium blok (ingot), Pengecoran pasir tanah merah.",PRODI_D3_TEKNIK_MESINFAKULTAS_FT
12692,TUGAS AKHIR PEMBUATAN RANGKA KENDARAAN PROTOTYPE DIESEL MENGGUNAKAN ALUMINIUM ALLOY 6061,AGUS AFENDI,"ABSTRAK Hampir seluruh perusahaan yang bergerak di bidang otomotif berlomba untuk menghasilkan produk yang mampu menghemat pemakaian bahan bakar melalui pengembangan teknologinya. Hal ini salah satunya dapat diwujudkan dalam sebuah kreativitas dalam Kontes Mobil Hemat Energi (KMHE). KMHE merupakan sebuah lomba mobil hemat energi tingkat nasional yang diselenggarakan oleh Pusat Prestasi Nasional (Puspresnas) Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi (Kemdikbudristek) Republik Indonesia yang bekerja sama dengan tuan rumah perguruan tinggi. Dalam pembuatan mobil hemat energi terbagi menjadi beberapa kategori, yaitu kategori prototype dan urbant concept. Dalam suatu kendaraan, rangka berfungsi sebagai tumpuan semua beban kendaraan yang ada mulai dari mesin, komponen pendukung, hingga beban pengendara, semuanya diletakkan di atas rangka. Penelitian kali ini membuat rangka kendaraan prototype diesel. Rangka yang dibuat menggunakan jenis rangka ladder frame. Metode penelitian yang digunakan mulai dari pembuatan desain, pemotongan bahan, pengelasan, perakitan (assembly), dan pengujian. Dalam pembuatan rangka kendaraan prototype diesel menggunakan bahan aluminium alloy 6061 tipe hollow berukuran lebar 20 mm, tinggi 40 mm, dan ketebalan 2 mm. Dari hasil pengujian, terdapat beberapa titik pada rangka yang melengkung akibat menerima beban driver 55 kg dan 60 kg. Pada saat uji jalan di kecepatan 49 km/jam kendaraan masih aman dan mampu di kendalikan dengan baik. Namun pada kecepatan diatas 60 km/jam, kendaraan mulai kehilangan kestabilan dikarenakan getaran serta permukaan jalan yang kurang rata sehingga kendaraan kurang stabil dalam menerima beban. Kata kunci : KMHE, rangka kendaraan, aluminium alloy 6061.",PRODI_D3_TEKNIK_MESINFAKULTAS_FT
12693,TUGAS AKHIR PROSES PENGELASAN ALUMINIUM CORAN MENGGUNAKAN LAS MIG DI CV PUTRA SARI LOGAM,MUHAMMAD NAWAN INDRASWORO,Mohon penulis menghubungi pustakawan untuk mengisi surat pernyataan unggah tugas akhir,PRODI_D3_TEKNIK_MESINFAKULTAS_FT
12694,TUGAS AKHIR DESAIN & SIMULASI OTOMATISASI WASHING & BLOW OFF PADA MESIN POLESHING DI PT CHEMCO HARAPAN NUSANTARA BERBASIS SOLIDWORKS,RIFKI ALFIANSYAH,"ABSTRAK Desain dan simulasi otomatisasi washing dan blow off pada mesin poleshing dibuat dengan software solidworks. Tahapan desain meliputi pembuatan desain otomatisasi, pembuatan simulasi proses dan analisa perhitungan kapasitas mesin poleshing after otomatisasi. Hasil desain digunakan untuk memberi sketsa atau gambaran kepada staff yang bertugas untuk merealisasikan desain otomatisasi pada mesin poleshing, hasil simulasi digunakann untuk membantu mendapatkan data untuk menganalisa perhitungan after improvement pada mesin poleshing dan hasil analisa perhitungan kapasitas produksi mesin poleshing terjadi peningkatan kapasitas produksi sebesar 109.035 pcs/bulan. Desain dan simulasi otomatisasi washing dan blow off dapat melihat peningkatan produksi pada mesin poleshing. Kata kunci: Desain, simulasi, otomatisasi, washing, dan blow off.",PRODI_D3_TEKNIK_MESINFAKULTAS_FT
12695,TUGAS AKHIR PEMBUATAN CETAKAN BAGLOG DENGAN BAHAN BESI COR MENGGUNAKAN CETAKAN PASIR,AHMAD RIFAI,"ABSTRAK Pres baglog berbahan besi mudah berkarat, perlu dilakukan pengecekan dan perawatann secara berkala, khususnya pada mesin bagian yang berputar dan tahanan pengepresan guna agar umur pemakaian pres lebih lama. Baglog adalah suatu media yang menjadi tempat tumbuhnya jamur, Penelitian ini bertujuan membuat pembuatan cetakan pres baglog menggunakan cetakan pasir bentuk balok guna untuk mempermudah penempatan dan juga untuk penanamannya bisa lebih banyak. Mesin pres baglog dalam satu kali proses penekanan bahan baglog jamur selama kurang dari 5 menit dengan putaran 8 rpm untuk kedua baglog, diperoleh 10 buah baglog. Pengembangan pembuatan baglog jamur dengan membandingkan cetakan yang sudah ada yang semula silinder diganti dengan bentuk balok. Pengukuran pres baglog yang semula silinder dengan ukuran diameter luar 240 mm dan diameter dalam 210 mm dengan panjang 310 mm. Pembuatan ulangi dengan ukuran tinggi 200 mm, lebar 150 mm dan panjang 150 mm dengan menggunakan besi ketebalan 20 mm melalui proses pengecoran besi cor kelabu. Hasil pembuatan pres baglog dengan membuat pola yang ditanam pada cetakan pasir merah, peleburan besi cor kelabu dengan temperature 1.250ºC-1.450ºC besi cor tersebut dituangkan pada cetakan baglog. Proses finishing dilakukan untuk mendapatkan produk jadi yang siap dipakai. Pres baglog yang sudah dibuat bisa digunakan untuk mempermudah dan mempercepat dalam proses pekerja membuat media tempat tumbuhnya jamur. Kata kunci: Baglog, besi cor kelabu, cetakan.",PRODI_D3_TEKNIK_MESINFAKULTAS_FT
12696,TUGAS AKHIR TROUBLESHOOTING UNTUK PERAWATAN BERKALA DAN PENGARUH JENIS PELUMAS TERHADAP KONSUMSI BAHAN BAKAR PADA ENGINE STAND MITSUBISHI L300 DIESEL,ANGGARA FAKHRI AKMAL,"ABSTRAK Sistem pelumasan yang baik dan penggunaan jenis pelumas berpengaruh pada kinerja mesin dan konsumsi bahan bakar. Tujuan dari tugas akhir ini adalah mengetahui gejala yang terjadi dan cara mengatasi gejala pada sistem pelumasan serta pengaruh jenis pelumas SAE 10W-40 dan SAE 15W-40 terhadap konsumsi bahan bakar engine stand Mitsubishi L300 diesel. Metode penelitian laporan akhir ini yaitu menggunakan metode eksperimental. Berdasarkan hasil pemeriksaan pada sistem pelumasan seperti slang oli, baut penguras, panci oli, dan oil strainer dalam keadaan baik, serta perlu melakukan penggantian filter oli dengan yang baru. Kemudian pengujian konsumsi bahan bakar solar menunjukkan hasil pada penggunaan oli SAE 10W-40 yaitu dengan putaran mesin 1000 rpm 0.36 ml/detik, 2000 rpm 0.65 ml/detik, 3000 rpm 0.82 ml/detik, dan 4000 rpm 1.54 ml/detik. Sedangkan penggunaan oli SAE 15W-40 yaitu dengan putaran mesin 1000 rpm 0.44 ml/detik, 2000 rpm 0.70 ml/detik, 3000 rpm 0.83 ml/detik, dan 4000 rpm 1.94 ml/detik. Dengan demikian penggunaan oli SAE 10W-40 memiliki konsumsi bahan bakar lebih rendah dibanding menggunakan oli SAE 15W-40. Kata kunci: troubleshooting, perawatan, sistem pelumasan, konsumsi bahan bakar",PRODI_D3_TEKNIK_MESINFAKULTAS_FT
12697,TUGAS AKHIR PENGARUH VARIASI BAHAN BAKAR TERHADAP EMISI GAS BUANG MESIN TOYOTA KIJANG SERI 7K,HUSEN NURHIDAYAT,"ABTRAK Emisi gas buang merupakan sisa hasil dari sesuatu proses pembakaran bahan bakar di dalam mesin yang tidak sempurna. Pembakaran yang tidak sempurna bakal menciptakan kandungan emisi berbentuk CO, CO₂, HC, O₂, Nox dll. Analisis gas buang mesin pembakaran dalam atau penggerak diperlukan untuk mengetahui sisa hasil pembakaran bahan bakar yang tidak terurai atau terbakar sempurna di dalam ruang bakar. Tujuan dari penelitian ini adalah untuk mengetahui kandungan emisi gas buang pada bahan bakar pertalite, pertamax, dan pertamax turbo. Pengujian ini menggunakan engine stand Toyota Kijang seri 7K tahun 1997 dengan kecepatan konstan 1500 rpm dengan menggunakan metode eksperimental. Berdasarkan hasil pengujian emisi gas buang menunjukan hasil pada penggunan bahan bakar pertalite adalah CO 1.7%, CO₂ 6.43%, HC 73 ppm, O₂ 12.68 %, dan Lamda (λ) 1.964. Sedangkan emisi gas buang dengan bahan bakar pertamax didapatkan adalah CO 1.6%, CO₂ 4.2%, HC 37 ppm, O₂ 15.99 %, dan Lamda (λ) 2.000. Sedangkan untuk emisi gas buang dengan bahan bakar pertamax turbo adalah CO 2.13%, CO₂ 6.0%, HC 80 ppm, O₂ 11.70 %, dan Lamda (λ) 1.854. Kata kunci: Emisi gas buang, bahan bakar",PRODI_D3_TEKNIK_MESINFAKULTAS_FT
12698,"SKRIPSI STUDI ALTERNATIF PERENCANAAN STRUKTUR JEMBATAN
(Studi Kasus: Jembatan Biru Ruas Jalan Bandongan - Salamkanci)",DIKI WAHYUDI,"INTISARI Jembatan Biru menghubungkan Ruas Jalan Bandongan – Salamkanci. Lokasi Jembatan Biru berada pada tikungan tajam sehingga membahayakan pengguna jalan. Apabila terdapat kendaraan bermuatan melewati jembatan harus menghentikan laju jika berpapasan dengan kendaraan lain. Oleh karena itu penggantian Jembatan Biru diperlukan karena umur rencana dan pertimbangan keamanan lalu lintas. Maka studi pemilihan struktur diperlukan untuk memilih tipe struktur jembatan yang tepat sebagai desain alternatif pengganti Jembatan Biru. Penyelidikan kondisi geografi berdasarkan data topografi, data tanah dan data curah hujan sebagai parameter pemilihan struktur jembatan. Pemilihan tipe struktur atas berdasarkan mengacu pada (Panduan Praktis Perencanaan Teknis Jembatan , 2021) dengan hasil jembatan beton prategang. Preliminary design untuk menentukan dimensi dan mutu material jembatan. Perencanaan pembebanan jembatan berdasarkan SNI 1725:2016, SNI 2833:2016, dan Peta dan Bahaya Gempa Indonesia Tahun 2017. Perhitungan gaya prategang untuk mengetahui jumlah tendon dan lintasan tendon. Pemeriksaan tegangan dipertimbangkan saat masa kontruksi sampai umur rencana. Tinggi gelagar terpakai yaitu 2100 milimeter untuk bentang jembatan 40 meter. Penghubung antar segmen yaitu shear key dengan perletakan pot bearing dan sambungan siar muai dengan tipe compression seal. Struktur bawah jembatan yaitu abutment dengan tipe dinding yang ditopang oleh fondasi sumuran. Kata Kunci : Alternatif desain struktur jembatan, jembatan biru, beton prategang",PRODI_S1_TEKNIK_SIPILFAKULTAS_FT
12699,SKRIPSI STUDI KUAT TEKAN BETON MENGGUNAKAN AGREGAT KASAR KENDENG DI KECAMATAN SUKOLILO KABUPATEN PATI SEBAGAI PENGGANTI AGREGAT KASAR,NOVIANA WIDIANINGRUM,"INTISARI Kecamatan Sukolilo Kabupaten Pati Provinsi Jawa Tengah dengan luas wilayah 15,874 Ha dikelilingi oleh perbukitan kapur yang sering disebut dengan Gunung Kendeng. Sebagian masyarakat memanfaatkan agregat kasar Kendeng untuk bahan material konstruksi bangunan. Tujuan Penelitian ini untuk mengetahui kuat tekan beton optimal dengan tambahan agregat kasar Kendeng dengan variasi 0%, 25%, 50%, 75%, 100%. Mix design beton normal menggunakan SNI 7656:2012. Metode yang dilakukan dalam penelitian ini adalah metode eksperimental laboratorium yang dilakukan di Laboratorium Bahan Bangunan dan Struktur, Jurusan Teknik Sipil, Fakultas Teknik, Universitas Tidar. Pembuatan beton dengan bahan tambah agregat kasar Kendeng dengan variasi 0%, 25%, 50%, 75%, 100% berjumlah 20 benda uji berbentuk silinder dan pengujian dilakukan pada umur beton 28 hari. Analisis data menggunakan uji ANOVA untuk mengetahui ada tidaknya pengaruh agregat kasar Kendeng terhadap kekuatan beton. Nilai kuat tekan yang direncanakan sebesar f”c 25 MPa. Hasil penelitian ini adalah kualitas pengujian agregat kasar Kendeng sebagai campuran agregat kasar memenuhi syarat sebagai agregat kasar pada pembuatan beton. Hasil analisa menunjukkan bahwa agregat kasar Kendeng berpengaruh terhadap kuat tekan beton. Hasil pengujian kuat tekan beton mencapai optimal pada variasi 50% dengan kuat tekan rata-rata mencapai, 23,495 MPa. Kata Kunci : Agregat kasar, Agregat kasar Kendeng, Beton, Kuat Tekan.",PRODI_S1_TEKNIK_SIPILFAKULTAS_FT
