ID,Judul,Penulis,Abstrak,Info_24
12722,"SKRIPSI AUDIT ENERGI DAN ANALISIS PELUANG PENGHEMATAN ENERGI SUPERMARKET
(Studi Kasus : Trio Plaza Magelang)",NADIA AULIA SHIDQI,"INTISARI Trio Plaza Magelang merupakan pusat perbelanjaan yang menjual keperluan rumah tangga. Audit energi pada penelitian ini berfokus pada sistem pencahayaan. Tujuan penelitian ini agar mengetahui tingkat konsumsi energi listrik dan memilih rekomendasi peluang penghematan energi listrik terbaik. Dari hasil audit konsumsi energi listrik pada Trio Plaza Magelang didapatkan hasil total konsumsi energi listrik pada beban sistem pencahayaan sebesar 7480 kWh/bulan, dan beban peralatan penunjang 18.316 kWh/bulan dan nilai total konsumsi energi Trio Plaza mencapai 25.796 kWh/bulan. Metode pemilihan peluang penghematan energi menggunakan metode ANP-PROMETHEE. Rekomendasi Alternatif peluang penghematan energi dengan metode ANP-Promethee menghasilkan Alternatif dengan nilai bobot tertinggi yaitu alternatif penggunaan teknologi hemat energi. Kata kunci : Audit Energi, Intensitas Konsumsi Energi, Beban Penerangan, ANP, PROMETHEE",PRODI_S1_TEKNIK_ELEKTROFAKULTAS_FT
12723,SKRIPSI ANALISIS KUALITAS KETERAMPILAN BERARGUMENTASI SISWA SMP SELAMA MELAKUKAN PROSES PEMBELAJARAN MENGGUNAKAN MODEL ADI (ARGUMENT DRIVEN INQUIRY),LILIS ROHMAWATI,"ABSTRAK Rohmawati, Lilis. 2022. “Analisis Kualitas Keterampilan Berargumentasi Siswa Smp Selama Melakukan Proses Pembelajaran Menggunakan Model Adi (Argument Driven Inquiry)”. Skripsi. Program Studi Pendidikan IPA Fakultas Keguruan dan Ilmu Pendidikan Universitas Tidar. Pembimbing I Siswanto, M.Pd., Pembimbing II Suwito Singgih, M. Pd. Argumentasi adalah suatu proses memperkuat suatu klaim melalui analisis berpikir kritis berdasarkan dukungan bukti-bukti dan alasan yang logis. Rendahnya keterampilan argumentasi ilmiah siswa menjadi suatu permasalahan di pembelajaran sains. Salah satu model pembelajaran yang mampu meningkatkan keterampilan argumentasi yaitu Argument Driven Inquiry. Sampel yang digunakan dalam penelitian ini yaitu siswa kelas VIII B sebagai kelas kelompok dan siswa kelas VIII E sebagai kelas individu. Penelitian ini merupakan penelitian kualitatif dengan menggunakan content analysis (analisis konten). Tujuan dari penelitian ini yaitu untuk menganalisis kualitas argumentasi siswa kelas VIII di SMP Negeri 11 Magelang berdasarkan aspek kelengkapan organ argumentasi dan aspek keilmiahan pada materi pesawat sederhana selama menggunakan model pembelajaran Argumen Driven Inquiry. Teknik keabsahan data yang digunakan yaitu uji reliabilitas interrater Cohen’s Kappa. Analisis data pada penelitian ini menggunakan metode perbandingan tetap berupa reduksi data, mengorganisasi, kategorisasi, sintesisasi, menyusun hipotesis kerja dan menarik kesimpulan. Hasil penelitian ini pada aspek kelengkapan organ argumentasi pada siswa SMP kelas VIII E dan VIII B pada topik Pesawat Sederhana teridentifikasi terdapat 4 organ argumentasi yang saling berhubungan membentuk pola argumentasi Toulmin. Kelas VIII E (kelompok) mendapatkan persentase pada pola C-D-W 20% dan pada pola C-D-W-B yaitu 80%. Sedangkan pada kelas VIII B (individu) mendapatkan persentase pada pola C 0,043%, pada pola C-D 13,043%, pada pola C-D-W 73,913% dan pada pola C-D-W-B yaitu 8,695%. Hasil analisis aspek keilmiahan argumentasi pada siswa SMP kelas VIII E dan VIII B pada topik Pesawat Sederhana teridentifikasi pada level A1, A2, B1, B2, dan C. Kelas VIII E (kelompok) mendapatkan persentase 60% pada level A1, 20% pada level A2, 20% pada level B1. Jadi pada kelas berkelompok argumentasinya 80% dapat diterima secara ilmiah dan 20% tidak dapat diterima secara ilmiah. Kelas VIII B (individu) mendapatkan persentase 8,6956% pada level A1, 56,5217%, pada level A2, 4,3478%pada level B1, 26,0869% pada level B2, 4,3478% pada level C. Jadi kelas individu argumentasinya dapat diterima secara ilmiah 65,2173% dan 34,7825% tidak dapat diterima secara ilmiah. Simpulan dari penelitian ini yaitu kualitas keterampilan argumentasi siswa berdasarkan aspek kelengkapan organ termasuk kedalam argumentasi sederhana karena tidak terdapat kualifikasi dan sanggahan. Kualitas keterampilan argumentasi siswa berdasarkan aspek keilmiahan termasuk kedalam argumentasi yang baik dikarenakan argument siswa sudah mencapai level A1 dan A2 yaitu argument dapat diterima secara ilmiah. Siswa yang memberikan argumentasi secara kelompok memiliki persentase lebih tinggi dalam kedua aspek tersebut dibandingkan dengan siswa yang memberikan argumentasi secara individu Kata Kunci: Argumentasi, Argument Driven Inquiry, Aktifitas Argumentasi Ilmiah",PRODI_S1_PENDIDIKAN_ILMU_PENGETAHUAN_ALAMFAKULTAS_FKIP
12724,SKRIPSI DAMPAK KEBIJAKAN WORK FROM HOME PADA PELAYANAN E-KTP DI DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL KABUPATEN MAGELANG,MAYANGSARI PRAMESWARI,Tidak Tersedia Deskripsi,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
12725,"SKRIPSI HERITABILITAS DAN KORELASI GENETIK BOBOT TELUR, BOBOT TETAS, DAN BOBOT AYAM HASIL PERSILANGAN UMUR 1 MINGGU ANTARA AYAM KAMPUNG PEJANTAN DENGAN AYAM PETELUR BETINA STRAIN LOHMANN BROWN",AQIM MARUF ZAMAN,"INTISARI Heritabilitas dan Korelasi Genetik Bobot Telur, Bobot Tetas, dan Bobot Ayam Hasil Persilangan Umur 1 Minggu Antara Ayam Kampung Pejantan dengan Ayam Petelur Betina Strain Lohmann Brown Aqim Ma’ruf Zaman [email protected] Penelitian ini bertujuan untuk mengetahui nilai heritabilitas dan korelasi genetik bobot telur, bobot tetas, dan bobot ayam hasil persilangan umur 1 minggu. Sampel yang digunakan adalah telur hasil persilangan sebanyak 128 butir dan ayam hasil persilangan sebanyak 128 ekor. Ayam hasil persilangan yang digunakan berasal dari persilangan antara ayam kampung pejantan dengan ayam petelur betina strain Lohmann brown dengan perbandingan 1:4, yaitu pejantan sebanyak 2 ekor dan betina sebanyak 8 ekor. Telur dan ayam hasil persilangan diukur menggunakan timbangan digital. Metode statistik yang digunakan adalah analisis ANOVA (Analysis of Variance) yang dilanjutkan dengan analisis deskriptif. Hasil penelitian menunjukkan bahwa rata-rata BT, BTt, dan BA di dapat hasil berturutturut adalah (58,89 ± 5,52), (39,23 ± 4,07), dan (71,10 ± 4,33). Dari hasil penelitian ini dapat disimpulkan bahwa nilai heritabilitas yang termasuk ke dalam kelas sedang adalah BTt berdasarkan komponen induk serta BA berdasarkan komponen pejantan dan induk, sedangkan untuk nilai korelasi genetik yang paling kuat adalah hubungan antara BTt dengan BA dan BT dengan BTt yaitu (1,00 ± 0,22) dan (0,58 ± 0,46). Kata kunci: ayam persilangan, heritabilitas, korelasi genetik",PRODI_S1_PETERNAKANFAKULTAS_FAPERTA
12726,SKRIPSI MANAJEMEN OBJEK WISATA PANTAI WATU BALE DI DESA PASIR KECAMATAN AYAH KABUPATEN KEBUMEN,BETI DWI ANGGIANI,Tidak Tersedia Deskripsi,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
12727,"SKRIPSI BENTUK – BENTUK PARTISIPASI MASYARAKAT DALAM PROGRAM KAMPUNG IKLIM DI DESA BANYUROTO, KECAMATAN SAWANGAN, KABUPATEN MAGELANG",ADELIA TIARA OKTAVIANI,Tidak Tersedia Deskripsi,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
12728,,,,
12729,TUGAS AKHIR DAMPAK KETIDAKPATUHAN WAJIB PAJAK RESTORAN TERHADAP PENERIMAAN PAJAK DAERAH KABUPATEN WONOSOBO (2013-2016),ERA AGUSTIN SEKAR KINASIH,Tidak Tersedia Deskripsi,PRODI_D3_AKUNTANSIFAKULTAS_FE
12730,"SKRIPSI HASIL BAWANG PUTIH (Allium sativum, L.) PADA KONSENTRASI DAN INTERVAL PEMBERIAN PUPUK ORGANIK CAIR LIMBAH CANGKANG TELUR",FAHNI MULYA PRADITA,Tidak Tersedia Deskripsi,FAKULTAS_FAPERTAPRODI_S1_AGROTEKNOLOGI
12731,SKRIPSI KARAKTERISTIK MOTOR BENSIN 4 LANGKAH MODIFIKASI 160 CC DENGAN PENGGUNAAN CAMSHAFT RACING,YUSUF PRIBADI,"ABSTRAK Penelitian ini merupakan pengujian performa mesin motor bensin 4 tak yang sudah dimodifikasi menggunakan camshaft standar dan camshaft racing. Tujuan dari penelitian ini adalah untuk menciptakan mesin dengan performa yang maksimal. Metode yang digunakan adalah terhadap daya, torsi dan konsumsi bahan bakar spesifik dari penggunaan camshaft standar dan camshaft racing menggunakan dynotest. Hasil pengujian menunjukkan daya maksimal dihasilkan dengan penggunaan camshaft racing sebesar 20,5 hp, lebih besar dari penggunaan camshaft stadar dengan hasil 16,5 hp. Torsi maksimal dihasilkan dengan penggunaan camshaft racing sebesar 12,99 Nm, lebih besar dari penggunaan camshaft standar sebesar 11,96 Nm. Konsumsi bahan bakar spesifik minimal terbaik adalah penggunaan camshaft standar sebesar 0,083 kg/jam.hp, lebih baik daripada penggunaan camshaft racing sebesar 0,094 kg/jam.hp. Berdasar hasil tersebut maka penggunaan camshaft racing dapat menghasilkan performa mesin yang baik dengan konsumsi bahan bakar spesifik yang tidak berbeda jauh dari penggunaan camshaft standar. Kata kunci: camshaft, dynotest, daya, torsi, konsumsi bahan bakar spesifik.",PRODI_S1_TEKNIK_MESINFAKULTAS_FT
12732,SKRIPSI ANALISIS FRAMING PESEPAKBOLA PEREMPUAN DI MEDIA INDOSPORT,MUHAMMAD AL HABSY KUSUMANDHARI,"ABSTRAK (MUHAMMAD AL-HABSY KUSUMANDHARI, 2022): ANALISIS FRAMING PESEPAKBOLA PEREMPUAN DI MEDIA INDOSPORT Program Studi Ilmu Komunikasi, Fakultas Ilmu Sosial dan Ilmu Politik Universitas Tidar Perempuan seringkali dikonstruksikan sebagai pelengkap, perempuan digunakan tubuh dan wajahnya sebagai daya tarik bagi media untuk menarik pembaca. Framing adalah suatu penggambaran untuk mengetahui bagaimana realitas (peristiwa, aktor, kelompok, atau apa saja) dibingkai oleh media. Fisik perempuan memiliki daya tarik tersendiri, hal tersebut tak lain karena tubuh perempuan dinilai memiliki nilai jual yang tinggi, sehingga sosoknya diframing untuk mendapatkan keuntungan sebesar-besarnya. Framing yang dilakukan media terhadap perempuan membuat perempuan kurang dihargai. Penelitian ini berfokus pada bagaimana Framing yang di lakukan oleh indosport.com terhadap pesepakbola perempuan. Tujuan penelitian ini untuk mengetahui atau memahami framing yang dilakukan oleh indosport.com terhadap pesepakbola perempuan. Penelitian ini menggunakan metode analasis framing Pan dan Kosciki dengan hasil bahwa framing terhadap pesepakbola perempuan memang adanya di media indosport, penggunaan kata untuk framing yang sering terjadi adalah “lesbi, seksi, cantik”. Framing dalam penelitian ini terjadi melalui beberapa struktur dalam berita seperti pemilihan kata dalam judul dan isi berita, foto yang ditampilkan dan penonjolan topik yang dipilih oleh Indosport. Tidak hanya framing, tetapi dalam beberapa berita yang dimunculkan terjadi hiperrealitas, dimana berita yang menjadi realitas utama hilang dan digantikan dengan realitas buatan. Kata kunci: Framing, Sepakbola Perempuan, Media Massa",PRODI_S1_ILMU_KOMUNIKASIFAKULTAS_ILMU_SOSIAL_DAN_POLITIK
12733,SKRIPSI PERANCANGAN SISTEM KENDALI FUZZY PADA PROTOTIPE KANDANG AYAM BROILER TIPE CLOSE HOUSE,CHRISTIEN ENGGAR WULANDARI,"ABSTRAK Ayam broiler tergolong dalam hewan ternak yang pertumbuhannya sangat dipengaruhi oleh suhu lingkungan. Pengaturan suhu haruslah presisi untuk mencegah kematian pada ayam sehingga mengurangi kerugian bagi peternak. Namun pada saat ini pengaturan suhu yang dilakukan oleh peternak masih menggunakan cara manual. Berdasarkan permasalahan tersebut, diperlukan sebuah alat yang dapat mengatur suhu secara otomatis pada kandang ayam. Suhu nyaman ayam berbeda-beda kebutuhan sesuai usia ayam. Kelembaban yang sesuai dengan kebutuhan ayam dalam bertumbuh adalah 60% sampai dengan 70%. Perancangan sistem kendali otomatis pada kandang ayam ini menggunakan mikrokontroler Arduino Nano. Prinsip kerja dari sistem kendali ini adalah dengan mengukur suhu dan kelembaban yang akan dijadikan acuan penggerak aktuator kipas exhaust, lampu pijar dan cooler. Sensor yang digunakan pada sistem kendali ini adalah sensor DHT22. Sebagai pengukur waktu umur ayam digunakan RTC (Real Time Clock). Hasil pengujian menunjukkan bahwa sistem yang dikembangkan pada penelitian ini telah sesuai dengan yang diharapkan yaitu sistem kendali otomatis yang diterapkan pada kandang ayam dengan menggunakan metode logika fuzzy dapat menyesuaikan suhu dan kelembapan di dalam kandang ayam dengan kebutuhan ayam berdasarkan usia.Pengukuran suhu pada sensor DHT22 memiliki tingkat rata-rata error sebesar 2,86%, pengukuran kelembapan pada sensor DHT22 memiliki tingkat rata-rata error sebesar 3,46%. Kata kunci: Ayam broiler, Arduino nano, Suhu",PRODI_S1_TEKNIK_ELEKTROFAKULTAS_FT
12734,SKRIPSI PERAN DINAS PENDIDIKAN DAN KEBUDAYAAN DALAM PENGEMBANGAN MUSEUM JENDRAL SUDIRMAN KOTA MAGELANG,INDA ROFIQOH,Tidak Tersedia Deskripsi,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
12735,SKRIPSI IMPLEMENTASI KEBIJAKAN E-BPHTB DI BADAN PENGELOLA KEUANGAN DAN ASET DAERAH KOTA MAGELANG,AYU NOVIA YOLANDA,Tidak Tersedia Deskripsi,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
12736,"SKRIPSI PENGARUH BRAND AMBASSADOR TERHADAP BRAND IMAGE DAN GREEN MARKETING SEBAGAI VARIABEL MODERATOR
(STUDI KASUS PADA MASYARAKAT KABUPATEN MAGELANG)",PUTRI QISMATULDIYAH,Tidak Tersedia Deskripsi,PRODI_S1_MANAJEMENFAKULTAS_FE
12737,"SKRIPSI ANALISIS KEBIJAKAN DIVIDEN, KEPUTUSAN PENDANAAN DAN KEPUTUSAN INVESTASI SEBAGAI DETERMINAN NILAI PERUSAHAAN SEKTOR CONSUMER NON-CYCLICALS BURSA EFEK INDONESIA PERIODE 2017-2021",YUSNIA PARAMITA,Tidak Tersedia Deskripsi,PRODI_S1_MANAJEMENFAKULTAS_FE
12738,SKRIPSI IDENTIFIKASI MORFOMETRIK DAN KORELASI GENETIK AYAM JAWA SUPER (JOPER) UMUR 0 - 3 MINGGU SELAMA PEMELIHARAAN SECARA INTENSIF,SIWI PRATIWI,"INTISARI Identifikasi Morfometrik dan Korelasi Genetik Ayam Jawa Super (Joper) Umur 0 – 3 Minggu Selama Pemeliharaan Secara Intensif Siwi Pratiwi [email protected] Ayam Joper merupakan hasil dari persilangan ayam Kampung jantan dengan ayam ras petelur. Hasil dari persilangan ini diharapkan mampu meningkatkan produktivitas dan performa pertumbuhan. Pengukuran morfometrik dapat membantu dalam proses seleksi dan perkawinan silang antar bangsa maupun jenis ternak. Produktivitas ternak di masa yang akan datang dapat diprediksi dengan korelasi genetik yang berperan penting dan respon pada sifat satu dengan sifat yang lain dapat diketahui lebih awal. Materi penelitian yang digunakan berupa 120 ekor DOC Ayam Joper, variabel morfometrik yang diukur berupa bobot badan, panjang paruh, panjang badan, tinggi badan, panjang sayap, panjang jari terpanjang, dan lingkar dada. Pengukuran morfometrik dilakukan saat DOC umur 0 minggu hingga umur 3 minggu. Data pengukuran yang diperoleh dianalisis secara deskriptif untuk mendapatkan nilai korelasi genetik. Pertumbuhan Ayam Joper umur 0 – 3 minggu mengalami peningkatan mencapai dua kali lipat setiap minggunya. Rata-rata dari seluruh pengukuran bobot badan (107,5 ± 87,42 g), panjang paruh (1,2 ± 0,58 cm), panjang badan (7,1 ± 1,69 cm), tinggi badan (15,6 ± 6,25 cm), panjang sayap (7,3 ± 2,35 cm), panjang jari terpanjang (2,8 ± 0,85 cm), dan lingkar dada (10,9 ± 4,82 cm). Nilai korelasi genetik antara bobot badan dengan panjang paruh (-1,314), bobot badan dengan panjang badan (-0,029), bobot badan dengan tinggi badan (-0,048), bobot badan dengan panjang sayap (-0,029), bobot badan dengan tinggi badan (-0,048), bobot badan dengan panjang sayap (-0,014), bobot badan dengan panjang jari terpanjang (-0,008), dan bobot badan dengan lingkar dada (-0,038). Hasil penelitian ini dapat disimpulkan bahwa peningkatan paling tinggi terjadi pada bobot badan yang meningkat dua kali lipat setiap minggunya. Nilai korelasi genetik yang diperoleh termasuk ke dalam kategori negatif tinggi (-1,0 sampai -0,6) dan kategori mendekati nol (-0,1 sampai 0,1). Nilai korelasi genetik paling rendah terjadi antara bobot badan dengan panjang paruh (-1,314), dengan begitu adanya kemungkinan penurunan performa di salah satu variabel antara bobot badan dengan panjang paruh sangat tinggi. Kata kunci: ayam Joper, korelasi genetik, morfometrik",PRODI_S1_PETERNAKANFAKULTAS_FAPERTA
12739,SKRIPSI ANALISIS RESEPSI KHALAYAK TERHADAP TOKOH MUSLIM DALAM SERIES NETFLIX ELITE SEASON 1,BACHTIAR ALDHE SAPUTRA,"ABSTRAK (Bachtiar Aldhe Saputra, 2022) Analisis Resepsi Khalayak Terhadap Tokoh Muslim Dalam Series Netflix Elite Season 1 Program Studi Ilmu Komunikasi Fakultas Ilmu Sosial dan Ilmu Politik Universitas Tidar Dunia saat ini terbagi antara peradaban Barat dan peradaban Timur dimana memiliki perbedaan pandangan. Perbedaan pandangan ini menyebabkan berbagai permasalahan seperti Islamophobia. Permasalahan juga muncul dalam media massa seperti series Netflix Elite dimana series tersebut memberikan pandangan buruk terhadap Timur melalui pemikiran Orientalisme dimana Timur direpresentasikan dengan citra buruk. Series Elite sebagai bentuk media massa memiliki makna yang tersusun dengan berbagai tanda seperti gambar yang menyerupai objek dan gambar bermakna pada suatu simbol yang perlu ditafsirkan. Makna dalam series diterima oleh penonton dan diartikan sesuai dengan posisi sosial dan budaya penonton. Tipe penelitian yang digunakan dalam penelitian ini yaitu jenis penelitian deskriptif kualitatif dengan pendekatan analisis resepsi. Metode kualitatif berupaya untuk memahami dan menafsirkan makna suatu peristiwa tentang interaksi dari perilaku manusia saat berada dalam situasi tertentu dan juga memiliki tujuan untuk memahami objek penelitian secara mendalam. Analisis resepsi yang dijadikan dasar pada penelitian ini berpegang pada kesadaran khalayak atau cara khalayak dalam menerima objek komunikasi. Analisis dilakukan dengan menggunakan metode analisis resepsi Stuart Hall dan semiotika John Fiske dimana muncul gambaran tokoh Muslim dalam series Elite season 1 mengacu pada pemikiran Orientalisme Barat terhadap Timur. Pesan tersebut dimaknai secara beragam oleh setiap informan,sesuai dengan latar belakang dan kepercayaan yang dimiliki. Kata Kunci : Barat, Timur,Orientalisme, Series, Elite,Resepsi",PRODI_S1_ILMU_KOMUNIKASIFAKULTAS_ILMU_SOSIAL_DAN_POLITIK
